BOF;REPOSITORY;1.0
TABLE;calculations
COMMENT;ID;NAME;CIE_SYNTAX;DEPRECATED
T;2702;Close * XRATE_LOC_TO_USD;;1
T;2704;((((PRICE_LOC+SPIN_DIV_LOC )+DIVS_LOC )/PRICE_LOC univ=CONS_ND from t-1 )-1)*100 ;;0
T;2705;((((PRICE_LOC+SPIN_DIV_NET_LOC )+DIVS_LOC )/PRICE_LOC univ=CONS_ND from t-1 )-1)*100 ;;0
T;2707;((CASH_PAY*INDEX_RATIO)+Base Market Value_LC)/10,000;;1
T;2708;((CASH_PAY*INDEX_RATIO)+MarketValue)/10,000;;1
T;2709;( ( (MEMB)DIVS_TOTAL * (CONS)SPLIT_FACTOR) converted from DIVS_ISO to CURRENCY_ISO ) + (CONS)PA_SPECIAL_DIVS;;0
T;2711;DIVS_TOTAL*XRATE_LOC_TO_USD;passthrough:DIVS_TOTAL * XRATE_LOC_TO_USD:int;0
T;2712;PRICE_LOC * XRATE_LOC_TO_GBP;passthrough:PRICE_LOC / XRATE_LOC_TO_GBP:int;0
T;2713;DIVS_TOTAL*XRATE_LOC_TO_GBP;passthrough:DIVS_TOTAL * XRATE_LOC_TO_GBP:int;0
T;2714;Source from XRATE_LOC_TO_EUR;passthrough:XRATE_LOC_TO_EUR:int;0
T;2715;DIVS_TOTAL*XRATE_LOC_TO_EUR;passthrough:DIVS_TOTAL * XRATE_LOC_TO_EUR:int;0
T;2716;Divide by 1, 000, 000;;1
T;2717;NET DIVIDEND * XRATE_LOC_TO_USD;passthrough:NET DIVIDEND * XRATE_LOC_TO_USD:int;0
T;2718;DIVIDEND * XRATE_LOC_TO_USD;passthrough:DIVIDEND * XRATE_LOC_TO_USD:int;0
T;2719;DIVS_NET + SPECIAL_DIVS_NET;passthrough:DIVS_NET + SPECIAL_DIVS_NET:int;0
T;2724;PRICE - ACCRUED;passthrough:PRICE - ACCRUED:int;0
T;2735;SHARES_UNADJ*FFLOAT;passthrough:SHARES_UNADJ * FFLOAT:int;0
T;2737;Pad zeroes to 7 digits;;1
T;2740;Pad zeroes to 7 digits£pv£ remove check digit;;1
T;2745;PRICE/PRICE_LOC;passthrough:PRICE / PRICE_LOC:int;0
T;2747;((((PRICE_LOC+SPIN_DIV_LOC )+DIVS_NET_LOC)/PRICE_LOC univ=CONS_ND from t-1 )-1)*100;;0
T;2750;((((PRICE_USD+SPIN_DIV_USD )+DIVS_NET_USD )/PRICE_USD univ=CONS_ND from t-1 )-1)*100;;0
T;2758;MCAP;passthrough:MCAP:int;0
T;2763;PRICE * XRATE_LOC_TO_USD;passthrough:PRICE * XRATE_LOC_TO_USD:int;0
T;2765;Set to "IRR";passthrough:'IRR':int;0
T;2768;((TOTAL_RETURN_NET_USD/previous day TOTAL_RETURN_NET_USD)-1)*100;;0
T;2769;((TOTAL_RETURN_NET_JPY/previous day TOTAL_RETURN_NET_JPY)-1)*100;;0
T;2770;((TOTAL_RETURN_NET_GBP/previous day TOTAL_RETURN_NET_GBP)-1)*100;;0
T;2771;((TOTAL_RETURN_NET_EUR/previous day TOTAL_RETURN_NET_EUR)-1)*100;;0
T;2772;((TOTAL_RETURN_NET/previous day TOTAL_RETURN_NET)-1)*100;;0
T;2774;Close*FX_Rate;;1
T;2775;PRICE;passthrough:PRICE:int;0
T;2776;Set to "1";passthrough:1:int;0
T;2777;PRICE_LOC * XRATE_LOC_TO_JPY;passthrough:PRICE_LOC * XRATE_LOC_TO_JPY:int;0
T;2782;100* (PRICE(t) / (PA_PRICE(t-1) * avail(PA_SPLIT_FACTOR, 1) * PA_SPIN_FACTOR - avail(DIVS, 0)) -1;logic:(-1D):int;0
T;2793;Pad 0s to 7£pv£ Remove check digit;;1
T;2798;Convert from MM/DD/YYYY;;1
T;2802;Pad 0s to 9£pv£ Remove check digit;;1
T;2835;SHARES/AFACTOR;passthrough:SHARES / AFACTOR:int;0
T;2836;OFACTOR * FFLOAT;passthrough:OFACTOR * FFLOAT:int;0
T;2857;ICB;;1
T;2859;Multiply to 100;;1
T;2861;OFACTOR*FFLOAT;passthrough:OFACTOR * FFLOAT:int;0
T;2877;Source from "PRICE";passthrough:PRICE:int;0
T;2878;Pad 0s to 7;;1
T;2881;Pad 0s to 9;;1
T;2882;Proper Case;;1
T;2887;MCAP/XRATE_LOC_TO_USD;passthrough:MCAP / XRATE_LOC_TO_USD:int;0
T;2890;((((PRICE_EUR+SPIN_DIV_EUR )+DIVS_NET_EUR )/PRICE_EUR univ=CONS_ND from t-1 )-1)*100;;0
T;2891;((((PRICE_JPY+SPIN_DIV_JPY )+DIVS_NET_JPY )/PRICE_EUR univ=CONS_ND from t-1 )-1)*100;;0
T;2894;((((PRICE_USD+SPIN_DIV_USD )+DIVS_NET_USD )/PRICE_USD univ=CONS_ND from t-1 )-1);;0
T;2895;((((PRICE_USD+SPIN_DIV_USD )+DIV_NET_USD )/PRICE_USD univ=CONS_ND from t-1 )-1);;0
T;2896;((((PRICE_LOC+SPIN_DIV_LOC )+DIVS_LOC )/PRICE_LOC univ=CONS_ND from t-1 )-1);;0
T;2897;((((PRICE_LOC+SPIN_DIV_LOC )+DIVS_NET_LOC)/PRICE_LOC univ=CONS_ND from t-1 )-1);;0
T;2905;COUNTRY_ISO;passthrough:COUNTRY_ISO:int;0
T;2906;avail(SEDOL, SNETWORD ID);;1
T;2919;Avail(PRICE(t),PRICE_ND(t));passthrough:avail(PRICE,fetchExternalValue('CONS_ND',<CONSTITUENTS_ID>,'PRICE',DATE)):int;0
T;2921;If ACCRUED (t-1) > ACCRUED (0), then CASH/100£pv£ If bond is new, source from CASH/100;;0
T;2922;Load only if DQ_Expression = "DB(SAGE,JACI,hedgedIndexLevelEUR)";;1
T;2925;Load only if DQ_Expression = "DB(SAGE,JACI,hedgedIndexLevelGBP)";;1
T;2926;Avail(PRICE_LOC univ=CONS_ND(t),PRICE_LOC(t)));;1
T;2928;Refer to Mappings;;1
T;2929;MKV-AUD or MKT-AUD;;1
T;2936;If EOM, source from CONS_M_FILE;;0
T;2938;(MCAP/PRICE_DIRTY)*100£pv£ If EOM, source from CONS_M_FILE;;0
T;2940;MCAP/Sum(MCAP);;0
T;2941;PRICE*SHARES_UNADJ;passthrough:PRICE * SHARES_UNADJ:int;0
T;2946;PRICE_USD*SHARES_UNADJ;passthrough:PRICE_USD * SHARES_UNADJ:int;0
T;2947;Source from "AMOUNT"£pv£ If EOM, source from CONS_M_FILE;;0
T;2949;MCAP/(SUM OF MCAP)*100£pv£ If EOM, source from CONS_M_FILE;;0
T;2951;(MCAP_LOC/PRICE_DIRTY)*100£pv£ If EOM, source from CONS_M_FILE;;0
T;2964;100*((PRICE_RETURN_LOC(0)/PRICE_RETURN_LOC(t-1))-1);logic:100 * ((PRICE_RETURN_LOC/PRICE_RETURN_LOC(-1D)) - 1):int;0
T;2965;Source from "NAME";passthrough:NAME:int;0
T;2966;100*((TOTAL_RETURN_GROSS_LOC(0)/TOTAL_RETURN_GROSS_LOC(t-1))-1);logic:100 * ((TOTAL_RETURN_GROSS_LOC/TOTAL_RETURN_GROSS_LOC(-1D)) - 1):int;0
T;2969;IF(Avail(PRICE(t),PRICE_ND(t))=0,IF(PA_PRICE(t-1)!=0 && ISAV(PA_PRICE(t-1))=1,0,0.000000001),Avail(PRICE(t),PRICE_ND(t)));logic:(-1D):int;0
T;2971;See ;;1
T;2973;Soruce from TRET_CHG_1D_GROSS;;1
T;2974;Soruce from PCHG_1D;;1
T;2975;source from CSPLIT(ND);passthrough:fetchExternalValue('CONS_ND',<CONSTITUENTS_ID>,'CSPLIT',DATE):int;0
T;2978;See Mappings£pv£ if VENDOR_ID is in map, load from IDENTIFIER, else "DC_"+VENDOR_ID;logic:map():int;0
T;2979;IF(Avail(PRICE(t),PRICE_ND(t))=0,IF(PA_PRICE(t-1)!=0 && ISAV(PA_PRICE(t-1))=1,0.000000001,0),Avail(PRICE(t),PRICE_ND(t)));logic:(-1D):int;0
T;2980;Source from http://www.csindex.com.cn/en/indices/index-detail/*VENDOR_ID*£pv£ Column J of the Index Performance file;;1
T;2981;DIVS + DIVS_NET;passthrough:DIVS + DIVS_NET:int;0
T;2982;PRICE_DIRTY*AMOUNT_UNADJ_LOC;passthrough:PRICE_DIRTY * AMOUNT_UNADJ_LOC:int;0
T;2983;Avail(PRICE(t) univ=CONS_ND,PRICE(t));;1
T;2984;avail(CURRENCY_IDX(t) univ=CONS_ND,CURRENCY_IDX(t));;0
T;2985;Source from CASH_LOC;passthrough:CASH_LOC:int;0
T;2986;Source from TRET_CHG_1D_GROSS_LOC*100;;1
T;2987;Source from AMOUNT_LOC;passthrough:AMOUNT_LOC:int;0
T;2988;Convert dd/mmm/yy to yyyymmdd£pv£ Load from "Date" if Index ID = JPM00946;;1
T;2992;Load from "Bam Id" if Index ID = JPM00946;;1
T;2994;Convert from DD-MMM-YYYY to YYYYMMDD£pv£ Load from "Date" if Index ID = JPM00946;;1
T;2996;Load from "Mkt Cap" if Index ID = JPM00946;;1
T;2997;Load from "Daily Change (%) for Index ID = JPM00946;;1
T;2998;Load from "Avr. Life" if Index ID = JPM00946;;1
T;3000;Only available for Index ID = JPM00946;;1
T;3002;Load from "Current Face Price Bid" if Index ID = JPM00946;;1
T;3003;Load from "Current Face Price Offer" if Index ID = JPM00946;;1
T;3004;See Indexes;;1
T;3005;N/A;;1
T;3006;((PA_SPOT_RET+PA_ROLL_RET+PA_COLLATERAL_RET)/WEIGHT(t-1))*100;logic:((PA_SPOT_RET + PA_ROLL_RET + PA_COLLATERAL_RET) / WEIGHT(-1D)) * 100:int;0
T;3007;PRICE_DIRTY*AMOUNT_UNADJ_GBP;passthrough:PRICE_DIRTY * AMOUNT_UNADJ_GBP:int;0
T;3009;Convert dd/mmm/yy to yyyymmdd;;1
T;3010;Append "-IR";passthrough:append(<SELF>, '-IR'):int;0
T;3011;Set to blank if value ="-";passthrough:if(matchRegex(<SELF>,'-'),'',<SELF>):int:forcedcalc;0
T;3012;From MM/DD/YYYY to YYYYMMDD;;1
T;3013;If 3rd character in CURRENCY_ISO is small letter, then divide by 100;;0
T;3014;ALL CAPS;;1
T;3015;If 3rd character in CURRENCY_ISO is small letter, then multiply by 101;;0
T;3016;Only load first 2 digits;;0
T;3017;Only load first 4 digits;;0
T;3018;Only load first 6 digits;;0
T;3019;Write YYYYMMDD if SPLIT_FACTOR has data;;1
T;3020;PRICE_LOC * XRATE_LOC_TO_CAD;passthrough:PRICE_LOC * XRATE_LOC_TO_CAD:int;0
T;3021;PRICE_CAD*SPIN_FACTOR_CAD;passthrough:PRICE_CAD * SPIN_FACTOR_CAD:int;0
T;3022;SPIN_MCAP_UNADJ_CAD/MCAP_UNADJ_CAD;passthrough:SPIN_MCAP_UNADJ_CAD / MCAP_UNADJ_CAD:int;0
T;3023;MCAP_UNADJ_CAD for SPIN_STOCK_KEY symbol, else NA;;1
T;3024;((((PRICE_CAD+SPIN_DIV_CAD)+DIVS_NET_CAD )/PRICE_CAD univ=CONS_ND from t-1 )-1)*100;;0
T;3025;See Mapping Table;;1
T;3026;PRICE_LOC * XRATE_LOC_TO_AUD;passthrough:PRICE_LOC * XRATE_LOC_TO_AUD:int;0
T;3027;DIVS*XRATE_LOC_TO_AUD;passthrough:DIVS_LOC * XRATE_LOC_TO_AUD:int;0
T;3028;DIVS_NET*XRATE_LOC_TO_AUD;;0
T;3029;PRICE_USD*SPIN_FACTOR_AUD;passthrough:PRICE_USD * SPIN_FACTOR_AUD:int;0
T;3030;SPIN_MCAP_UNADJ_USD/MCAP_UNADJ_AUD;passthrough:SPIN_MCAP_UNADJ_USD / MCAP_UNADJ_AUD:int;0
T;3031;MCAP_UNADJ_AUD for SPIN_STOCK_KEY symbol, else NA;;1
T;3032;100*((TOTAL_RETURN_GROSS_LOC(0) / TOTAL_RETURN_GROSS_LOC(t-1))-1)£pv£ If bond is new, source TOTAL_RETURN_GROSS_LOC(0) from CONS_M_FILE;logic:if is_new_security() ??:int;0
T;3033;If REIT=Y, set to 1, else if REIT=N, set to 0;;0
T;3034;DIVS_GBP * XRATE;;0
T;3035;DIVS_NET_GBP * XRATE;;0
T;3036;DIVS_GBP / XRATE;;0
T;3037;DIVS_NET_GBP / XRATE;;0
T;3042;PRICE_LOC / XRATE;;0
T;3050;FFLOAT *CONS_PF (SHARES_UNADJ);;1
T;3051;Proper Capitalization;;1
T;3052;(MCAP_PREV_JPY/(Sum of MCAP_PREV_JPY))*100;;0
T;3053;MCAP_USD*XRATE_USD_TO_CAD;passthrough:MCAP_USD * XRATE_USD_TO_CAD:int;0
T;3054;MCAP_UNADJ_USD*XRATE_USD_TO_CAD;passthrough:MCAP_UNADJ_USD * XRATE_USD_TO_CAD:int;0
T;3055;PRICE_USD*XRATE_USD_TO_CAD;passthrough:PRICE_USD * XRATE_USD_TO_CAD:int;0
T;3056;PRICE_LOC/PRICE_USD;passthrough:PRICE_LOC / PRICE_USD:int;0
T;3057;((((PRICE_CAD+SPIN_DIV_CAD )+DIVS_NET_CAD)/PRICE_CAD univ=CONS_ND from t-1 )-1)*100;;0
T;3061;(MCAP/(Sum of MCAP))*100;;1
T;3062;(MCAP_JPY/(Sum of MCAP_JPY))*100;;0
T;3063;If DIVS_ISO="USD", load DIVS_LOC. Otherwise, load DIVS_LOC*XRATE_LOC_TO_USD;;0
T;3064;If SPECIAL_DIVS_ISO="USD", load from SPECIAL_DIVS_LOC. Otherwise, load DIVS_LOC*XRATE_LOC_TO_USD;;0
T;3065;If SPECIAL_DIVS_ISO="USD", load from SPECIAL_DIVS_LOC. Otherwise, load SPECIAL_DIVS_LOC*XRATE_LOC_TO_USD;;0
T;3066;If DIVS_ISO="USD", load from DIVS_LOC. Otherwise, load DIVS_LOC*XRATE_LOC_TO_USD;;0
T;3067;Avail(SEDOL, CUSIP, VENDOR_ID);;1
T;3068;If 3rd digit in CURRENCY_ISO is small letter, then multiply by 100;;1
T;3069;DIVS*XRATE_LOC_TO_CAD;passthrough:DIVS_LOC * XRATE_LOC_TO_CAD:int;0
T;3070;DIVS_NET*XRATE_LOC_TO_CAD;passthrough:DIVS_NET * XRATE_LOC_TO_CAD:int;0
T;3071;((((PRICE_CAD+SPIN_DIV_CAD )+DIVS_NET_CAD )/PRICE_CAD univ=CONS_ND from t-1 )-1)*100;;0
T;3072; Set where Currency (vendor file header)="USD";#N/A;1
T;3073;Set to "USD 50%/Euro 50% ABS FRN ex Spain";;1
T;3074;Source from database date;;1
T;3075;See Mapping Tables;;1
T;8883;PRICE_DIRTY*AMOUNT_UNADJ_HKD;passthrough:PRICE_DIRTY * AMOUNT_UNADJ_HKD:int;0
T;8884;PRICE_DIRTY*AMOUNT_HKD;passthrough:PRICE_DIRTY * AMOUNT_HKD:int;0
T;8885;TRET_CHG_1D_GROSS_GBP;passthrough:TRET_CHG_1D_GROSS_GBP:int;0
T;8886;PRICE_DIRTY*AMOUNT_UNADJ;passthrough:PRICE_DIRTY * AMOUNT_UNADJ:int;0
T;8887;^=FSYM_SECURITY_PERM_ID ("DEFAULT");;1
T;8904;Source from CASH_PAY_LOC;passthrough:CASH_PAY_LOC:int;0
T;8905;PRICE_DIRTY *AMOUNT;passthrough:PRICE_DIRTY * AMOUNT:int;0
T;8906;Source from "SHARES";passthrough:SHARES:int;0
T;8907;((TRET_CONT_GROSS/Previous TRET_CONT_GROSS)-1)*100;logic:((TRET_CONT_GROSS / TRET_CONT_GROSS(-1D)) - 1) * 100:int;0
T;8908;Refer to Indexes;;1
T;8909;MCAP_UNADJ_USD/SHARES_UNADJ;passthrough:MCAP_UNADJ_USD / SHARES_UNADJ:int;0
T;8910;((TRET_CONT_1D_G/Previous TRET_CONT_1D_G)-1)*100;;0
T;8911;((PRICE(t)/PRICE(t-1))-1)*100;;0
T;8912;((PRICE_USD(t)/PRICE_USD(t-1))-1)*100;;0
T;8913;Source frm PRICE_USD;;1
T;8914; if COUPON_PAID > 0,  populate COUPON_AMOUNT for today only;;0
T;8915;Zero on FOM, else, source from CASH_PAY_UNADJ (-1D);;0
T;8916;MCAP/(SUM(MCAP+CASH_PAY_UNADJ))*100;;0
T;8917;((TOTAL_RETURN_GROSS_USD(t)/TOTAL_RETURN_GROSS_USD(t-1))-1)*100;;0
T;8918;(SHARES_UNADJ*DIVS_USD*AFACTOR)/1000000;passthrough:(SHARES_UNADJ * DIVS_USD * AFACTOR) / 1000000:int;0
T;8919;ZAV(100*((MCAP_USD(t)/(MCAP_USD(t-1)-DIVS_USD(t)))-1));;0
T;8920;PRICE+ACCRUED;passthrough:PRICE + ACCRUED:int;0
T;8921;Refer from Mapping Tables;;1
T;8922;(ACCRUED + COUPON_ADJ)/100 £pv£ If Bond is new, source from  (ACCRUED+COUPON_ADJ)/100 (from EOM PF file);;0
T;8923;Zero on FOM, else, source from CASH_PAY_LOC (-1D);;0
T;8924;Divide by 100,000;passthrough:<SELF> / 100000:int;0
T;8925;PRICE_DIRTY-PRICE;passthrough:PRICE_DIRTY - PRICE:int;0
T;8926;Set to "RGS";passthrough:'RGS':int;0
T;8927;Load only the last 3 digits;passthrough:extractRegex(<SELF>, '(\d){3}$'):col;0
T;8928;Load only the percent;passthrough:substituteRegex(extractRegex(<SELF>, '\d+%'), '%', ''):col;0
T;8929;MCAP/(SUM(MCAP+CASH_PAY))*100;logic:MCAP / sum(MCAP+CASH_PAY)) * 100:int;0
T;8930;Source from HISTORY_FILE£pv£ See Mappings for Column Position;;1
T;8931;Avail(SHARES, SHARES_ND);passthrough:avail(SHARES,fetchExternalValue('CONS_ND',<CONSTITUENTS_ID>,'SHARES',DATE)):int;0
T;8932;MCAP_UNADJ_MYR / SHARES_UNADJ;passthrough:MCAP_UNADJ_MYR / SHARES_UNADJ:int;0
T;8933;((TOTAL_RETURN_GROSS(t)/TOTAL_RETURN_GROSS(t-1))-1)*100;;0
T;8934;If sheet name = VENDOR_ID, load in corresponding index;;1
T;8935;source from (MEMB)SHARES_UNADJ * 1000000;;1
T;8936;load SHARES_UNADJ * 1000000;;1
T;8937;PRICE_DIRTY*AMOUNT;passthrough:PRICE_DIRTY * AMOUNT:int;0
T;8938;((PRICE_EUR(t)/PRICE_EUR(t-1))-1)*100;;0
T;8939;((PRICE_EUR(t)/PRICE_EUR(t-1)-DIVS (t)))-1)*100;;0
T;8940;((PRICE_USD(t)/PRICE_USD(t-1)-DIVS (t)))-1)*100;;0
T;8941;Set to "THB";passthrough:'THB':int;0
T;8942;(PRICE+ACCRUED)*AMOUNT_PREV;passthrough:(PRICE + ACCRUED) * AMOUNT_PREV:int;0
T;8943;(MCAP_PREV/(SUM OF MCAP_PREV))*100;;0
T;8944;Set to AUD;;1
T;8945;PRICE_BID+ ACCRUED;passthrough:PRICE_BID + ACCRUED:int;0
T;8946;Remove %;passthrough:substituteRegex(<SELF>,'%',''):col;0
T;8947;"HUF";passthrough:'HUF':int;0
T;8948;SHARES_UNADJ * 1000000;passthrough:SHARES_UNADJ * 1000000:int;0
T;8949;"USD";;1
T;8950;See Mappings£pv£ VENDOR_ID;;1
T;8951;LOCAL PRICE;;1
T;8952;See Mappings£pv£ Index Id;;1
T;8953;See Mappings£pv£ Name;;1
T;8954;See Mappings£pv£ Currency;;1
T;8955;If COUPON_PAID > 0,  populate Coupon Payment for today only£pv£ If COUPON_PAID = 0, leave as blank;;0
T;8956;See Mappings: INDEX_ID;;1
T;8957;See Mappings: INDEX_NAME;;1
T;8958;See Mappings: INDEX_CURRENCY;;1
T;8959;WEIGHT;;1
T;8960;If (CORP_ACT_CODE="Ex-Rights", T1 Adjusted Close/Close Price, Null);;1
T;8961;If (CORP_ACT_CODE="Cash and Stock Dividend or Split", "Stock Dividend or Split" or "Reverse Split", T1 Adjusted Close/Close Price, Null);;1
T;8962;If (CORP_ACT_CODE="Spin Off", T1 Adjusted Close/Close Price, Null);;1
T;8963;PRICE * SPECIAL_DIV_FACTOR;passthrough:PRICE * SPECIAL_DIV_FACTOR:int;0
T;8964;See Mappings: Index Name;;1
T;8965;See Mappings: Index ID;;1
T;8966;SPIN_MCAP_UNADJ_EUR / MCAP_UNADJ_EUR;passthrough:SPIN_MCAP_UNADJ_EUR / MCAP_UNADJ_EUR:int;0
T;8967;If SECURITY_CODE appears more than once and DIVS_NOTES = "Extra", load SUM OF instances;;0
T;8968;Load "TS" + SECURITY CONSTITUENTS FUTURE.*\.06 #5 (MSCI Timeseries Code);;0
T;8969;MCAP - (DPS (cons) + SPECIAL_DPS (cons));passthrough:MCAP - (DPS + SPECIAL_DPS):int;0
T;8970;See Mappings Tables;;1
T;8971;If LEAD_NEXT=L ,1 else NA;;1
T;8972;If LEAD_NEXT=N ,1 else NA;;1
T;8973;((((PRICE_USD+SPIN_DIV_AUD )+DIVS_NET_AUD )/PRICE_USD univ=CONS_ND from t-1 )-1)*100;;0
T;8974;((((PRICE_AUD+SPIN_DIV_AUD )+DIVS_NET_AUD )/PRICE_AUD univ=CONS_ND from t-1 )-1)*100;;0
T;8975;PRICE_USD*SHARES;passthrough:PRICE_USD * SHARES:int;0
T;8976;Avail(PRICE(t), PRICE(t) univ=CONS_ND);;0
T;8977;Avail(CURRENCY_IDX(t), CURRENCY_IDX(t) univ=CONS_ND);;0
T;8978;Avail(PRICE,PRICE,_ND);;1
T;8979;DIVS_NET converted from DIVS_ISO to CURRENCY_IDX;;0
T;8980;DIVS converted from DIVS_ISO to CURRENCY_IDX;;0
T;8981;^=FSYM_SECURITY_PERM_ID("DEFAULT");passthrough:getSymbologyPermId(IDENTIFIER):col;0
T;8982;((((PRICE_LOC+SPIN_DIV_LOC)+DIVS_LOC)/PRICE_LOC univ=CONS_ND from t-1 )-1)*100;;0
T;8983;PRICE_USD * SHARES_TRI;passthrough:PRICE_USD * SHARES_TRI:int;0
T;8984;PRICE_LOC * SHARES_TRI;passthrough:PRICE_LOC * SHARES_TRI:int;0
T;8985;PRICE * SHARES_TRI;passthrough:PRICE * SHARES_TRI:int;0
T;8986;PRICE_USD * SHARES_NRI;passthrough:PRICE_USD * SHARES_NRI:int;0
T;8987;PRICE_LOC * SHARES_NRI;passthrough:PRICE_LOC * SHARES_NRI:int;0
T;8988;PRICE * SHARES_NRI;passthrough:PRICE * SHARES_NRI:int;0
T;8989;Avail(SHARES(t), SHARES(t) univ = MEMB_ND);;0
T;8990;DIVS_NET;;1
T;8991;DIVS;;1
T;8992;MCAP_USD/SHARES;;1
T;8993;cons_nd(SHARES_UNADJ(t))/cons(SHARES_UNADJ(t-1))£pv£ blank if 1;;0
T;8994;cons(SHARES_UNADJ(t))/cons_nd(SHARES_UNADJ(t))£pv£ blank if 1£pv£ If cons(SHARES_UNADJ(t)) or cons_nd(SHARES_UNADJ(t)) is 0 or Null then Null;;0
T;8995;(CONS_FD)MCAP_UNADJ_LOC*(mems_PF)AFACTOR;;0
T;8996;Convert from MM/DD/YYYY to YYYYMM99;passthrough:month99date(convertDateYYYYMMDD(<SELF>,'MM/DD/YYYY'),1):int;0
T;8997;See Mappings£pv£ Index Map;;1
T;8998;SHARES_UNADJ * AFACTOR * WEIGHT_SUB;passthrough:SHARES_UNADJ * AFACTOR * WEIGHT_SUB:int;0
T;8999;CONS_M_FILE_2 (Mkt Cap/1000000) + CONS_FILE_2 (MVal-USD MM);;0
T;9000;CONS_M_FILE_2 (Mkt Cap/1000000) + (CONS_FILE_2 (MVal-LOC MM)) * XRATE_LOC_TO_USD;;0
T;9001;PRICE_DIRTY * AMOUNT_UNADJ_<Currency>;;0
T;9002;cons_nd(SHARES_UNADJ(t))/cons(SHARES_UNADJ(t))£pv£ blank if 1;;0
T;9003;cons_nd(SHARES_UNADJ(t))/cons(SHARES_UNADJ(t))£pv£ blank if 1£pv£ If cons_nd(SHARES_UNADJ(t)) or cons(SHARES_UNADJ(t)) is 0 or Null then Null;;0
T;9004;SHARES_UNADJ(t)/SHARES_UNADJ(t-1)£pv£ blank if 1£pv£ If SHARES_UNADJ(t) or SHARES_UNADJ(t-1) is 0 or Null then Null;;0
T;9005;(cons_nd)SHARES_UNADJ(t)/(cons)SHARES_UNADJ(t)£pv£ blank if 1;;0
T;9006;(cons_nd)SHARES_UNADJ(t)/(cons)SHARES_UNADJ(t)£pv£ blank if 1£pv£ If cons_nd(SHARES_UNADJ(t)) or cons(SHARES_UNADJ(t)) is 0 or Null then Null;;0
T;9007;Pad zeros to 9 digits;;1
T;9008;Avail (ISIN, CUSIP);;1
T;9009;Set to Proper Case (ISSUER) + COUPON_AMOUNT + "%" + dd-Mmm-YYYY(MATURITY);;1
T;9010;PRICE_DIRTY_REAL - ACCRUED_REAL;passthrough:PRICE_DIRTY_REAL - ACCRUED_REAL:int;0
T;9011;((1+TRET_CHG_1D_GROSS_LOC)*(XRATE_LOC_TO_<Currency>(0)/XRATE_LOC_<Currency>(-1D))-1)*100;;0
T;9012;((1+TRET_CHG_1D_GROSS_REAL_LOC)*(XRATE_LOC_TO_<Currency>(0)/XRATE_LOC_<Currency>(-1D))-1)*100;;0
T;9013;((1+TRET_CHG_MTD_GROSS_LOC)*(XRATE_LOC_TO_<Currency>(0)/XRATE_LOC_<Currency>(-1D))-1)*100;;0
T;9014;((1+TRET_CHG_MTD_GROSS_REAL_LOC)*(XRATE_LOC_TO_<Currency>(0)/XRATE_LOC_<Currency>(-1D))-1)*100;;0
T;9015;1/MID_RATE;passthrough:1 / MID_RATE:int;0
T;9016;Set to Proper Case (ISSUER) + COUPON_AMOUNT_REAL + "%" + dd-Mmm-YYYY(MATURITY);;1
T;9017;PRICE_REAL + ACCRUED_REAL;passthrough:PRICE_REAL + ACCRUED_REAL:int;0
T;9018;XRATE_LOC_TO_<Currency> (cons) * AMOUNT_LOC;;0
T;9019;PRICE_DIRTY * AMOUNT_<Currency>;;0
T;9020;XRATE_LOC_TO_<Currency> (cons) * MCAP_BASE_LOC;;0
T;9021;XRATE_LOC_TO_<Currency> (cons) * MCAP_REAL_LOC;;0
T;9022;100*(MCAP/SUM(MCAP));;1
T;9023;XRATE_LOC_TO_<Currency> * AMOUNT_LOC;;0
T;9024;XRATE_LOC_TO_<Currency> * MCAP_LOC;;0
T;9025;XRATE_LOC_TO_<Currency> * MCAP_REAL_LOC;;0
T;9026;Index Currency;;1
T;9027;If bond is new, (ACCRUED + COUPON_ADJ) / 100 (from EOM PF file)£pv£ Else, ACCRUED + COUPON_ADJ / 100£lf££lf£;;0
T;9028;Load only at the first date where the "Coupon Payment" has value.;;1
T;9029;If bond is new, PRICE / 100 (from EOM PF file)£pv£ else, PRICE_BID / 100£lf£;;0
T;9030;Source from XRATE_LOC_TO_<Currency>;;1
T;9031;Load Previous day CASH_PAY_LOC£pv£ Set to zero in every first business day of the month;;0
T;9032;CONS_M_FILE_3 (Mkt Cap/1000000) + CONS_FILE_2 (MVal-USD MM);;0
T;9033;CONS_M_FILE_3 (Mkt Cap/1000000) + (CONS_FILE_2 (MVal-LOC MM)) * XRATE_LOC_TO_USD;;0
T;9034;Source from (IDX_FILE)B2;;1
T;9035;Source from (IDX_FILE) cell B2;;1
T;9036;(MCAP+CASH_PAY)/(SUM(MCAP+CASH_PAY))*100;;0
T;9038;(MCAP+CASH_PAY_UNADJ)/(SUM(MCAP+CASH_PAY_UNADJ))*100;;0
T;9039;Convert from YYYY-MM-DD to YYYYMM99;;0
T;9040;Load if column A= "Total Market";;1
T;9041;(PRICE_LOC * SHARES);;0
T;9042;If TERMS DETAIL = "x" X "y" STOCK SPLIT then SPLIT = "y"/"x";;1
T;9043;Avail(SPLIT*RIGHTS_FACTOR,SPLIT,RIGHTS_FACTOR);;0
T;9044;Pad 0s to the left up to 7 digits;;0
T;9045;Pad 0s to the left up to 4 digits;;0
